leg,cum_dist_km,lon,lat,Hs_m,wind_mps,curr_mps,V_service_mps,V_achievable_mps,SOG_mps,brakePower_kW,feasible
23,90.5,139.9347,34.9130,1.279,6.49,0.000,6.00,6.000,6.000,1563.3,1
24,91.9,139.9477,34.9233,1.281,6.61,0.000,6.00,6.000,6.000,1563.8,1
25,93.6,139.9573,34.9344,1.280,6.67,0.000,6.00,6.000,6.000,1563.0,1
26,95.6,139.9634,34.9501,1.273,6.64,0.000,6.00,6.000,6.000,1560.0,1
27,109.4,140.0101,35.0091,1.311,6.89,0.000,6.00,6.000,6.000,1577.8,1
28,111.3,140.0655,35.0591,1.372,6.74,0.000,6.00,6.000,6.000,1609.6,1
29,114.2,140.0881,35.0675,1.391,6.78,0.000,6.00,6.000,6.000,1619.7,1
30,121.1,140.1282,35.0969,1.412,6.64,0.000,6.00,6.000,6.000,1632.5,1
31,125.1,140.1778,35.1165,1.510,6.68,0.000,6.00,6.000,6.000,1691.7,1
32,128.5,140.2187,35.1137,1.563,7.02,0.000,6.00,6.000,6.000,1725.2,1
33,132.9,140.2581,35.1222,1.610,7.18,0.000,6.00,6.000,6.000,1757.2,1
34,136.8,140.3001,35.1312,1.677,7.44,0.000,6.00,6.000,6.000,1805.1,1
35,138.5,140.3274,35.1364,1.724,7.66,0.000,6.00,6.000,6.000,1840.9,1
36,140.2,140.3320,35.1501,1.707,7.51,0.000,6.00,6.000,6.000,1816.1,1
37,145.0,140.3541,35.1671,1.702,7.51,0.000,6.00,6.000,6.000,1815.3,1
38,147.7,140.3859,35.1865,1.734,7.61,0.000,6.00,6.000,6.000,1844.1,1
39,150.6,140.3965,35.2093,1.738,7.40,0.000,6.00,6.000,6.000,1850.8,1
40,159.4,140.4060,35.2617,1.710,6.73,0.000,6.00,6.000,6.000,1834.9,1
41,162.6,140.4091,35.3151,1.711,6.27,0.000,6.00,6.000,6.000,1842.4,1
42,180.6,140.4141,35.4098,1.680,5.46,0.000,6.00,6.000,6.000,1837.5,1
43,190.6,140.4533,35.5283,1.721,5.20,0.000,6.00,6.000,6.000,1876.9,1
44,215.7,140.6021,35.6243,2.110,6.30,0.000,6.00,6.000,6.000,2219.1,1
45,220.5,140.7458,35.6898,2.533,8.45,0.000,6.00,6.000,6.000,2693.2,1
46,223.7,140.7870,35.7032,2.674,9.08,0.000,6.00,6.000,6.000,2856.5,1
47,228.0,140.8250,35.7023,2.710,9.92,0.000,6.00,6.000,6.000,2892.0,1
48,229.5,140.8538,35.6915,2.748,10.73,0.000,6.00,6.000,6.000,2930.8,1
49,230.7,140.8647,35.6923,2.770,11.01,0.000,6.00,6.000,6.000,2957.8,1
50,233.5,140.8741,35.7086,2.771,11.12,0.000,6.00,6.000,6.000,2950.8,1
51,234.6,140.8768,35.7249,2.765,11.14,0.000,6.00,6.000,6.000,2935.9,1
52,235.6,140.8696,35.7314,2.759,11.05,0.000,6.00,6.000,6.000,2923.5,1
53,246.4,140.8272,35.7711,2.743,10.10,0.000,6.00,6.000,6.000,2889.4,1
54,272.5,140.7177,35.9110,2.635,7.11,0.000,6.00,6.000,6.000,2710.0,1
55,339.7,140.6699,36.3157,2.558,1.69,0.000,6.00,6.000,6.000,2502.1,1
56,380.3,140.8056,36.7772,2.475,2.66,0.000,6.00,6.000,6.000,2146.6,1
57,381.1,140.9215,36.9377,2.472,3.43,0.000,6.00,6.000,6.000,2179.2,1
58,385.4,140.9430,36.9526,2.483,3.58,0.000,6.00,6.000,6.000,2189.1,1
59,389.6,140.9673,36.9840,2.468,3.81,0.000,6.00,6.000,6.000,2170.1,1
60,403.3,140.9898,37.0623,2.406,3.38,0.000,6.00,6.000,6.000,2134.1,1
61,404.5,141.0065,37.1284,2.309,2.90,0.000,6.00,6.000,6.000,2078.2,1
62,416.3,141.0112,37.1869,2.246,2.55,0.000,6.00,6.000,6.000,2040.9,1
63,428.1,141.0253,37.2923,2.139,2.38,0.000,6.00,6.000,6.000,2026.2,1
64,431.7,141.0390,37.3609,2.079,2.50,0.000,6.00,6.000,6.000,1992.9,1
65,461.8,141.0350,37.5126,1.927,2.32,0.000,6.00,6.000,6.000,1889.1,1
66,463.0,141.0267,37.6530,1.877,3.30,0.000,6.00,6.000,6.000,1832.2,1
67,467.5,141.0221,37.6783,1.866,3.47,0.000,6.00,6.000,6.000,1818.1,1
68,468.4,141.0205,37.7027,1.858,3.66,0.000,6.00,6.000,6.000,1805.8,1
69,547.7,141.2905,37.9940,2.046,5.09,0.000,6.00,6.000,6.000,1956.7,1
70,550.0,141.5528,38.2901,2.236,6.28,0.000,6.00,6.000,6.000,2140.6,1
71,551.4,141.5517,38.3041,2.245,6.29,0.000,6.00,6.000,6.000,2149.8,1
72,552.0,141.5594,38.3111,2.246,6.31,0.000,6.00,6.000,6.000,2151.6,1
73,552.6,141.5645,38.3117,2.248,6.32,0.000,6.00,6.000,6.000,2154.1,1
74,553.3,141.5707,38.3089,2.252,6.33,0.000,6.00,6.000,6.000,2158.0,1
75,581.1,141.5803,38.4327,2.332,6.51,0.000,6.00,6.000,6.000,2234.4,1
76,597.4,141.5703,38.6303,2.239,7.14,0.000,6.00,6.000,6.000,2136.0,1
77,598.0,141.5571,38.7011,2.197,7.65,0.000,6.00,6.000,6.000,2093.1,1
78,598.7,141.5631,38.7015,2.201,7.68,0.000,6.00,6.000,6.000,2096.5,1
79,600.5,141.5695,38.7111,2.200,7.75,0.000,6.00,6.000,6.000,2095.7,1
80,601.7,141.5698,38.7237,2.195,7.83,0.000,6.00,6.000,6.000,2090.0,1
81,643.1,141.7114,38.8774,2.140,9.59,0.000,6.00,6.000,6.000,2030.2,1
82,644.3,141.8519,39.0306,2.127,10.39,0.000,6.00,6.000,6.000,2015.1,1
83,653.3,141.8807,39.0664,2.150,10.49,0.000,6.00,6.000,6.000,2034.8,1
84,654.7,141.9111,39.1037,2.143,10.48,0.000,6.00,6.000,6.000,2034.4,1
85,660.3,141.9020,39.1346,2.138,10.32,0.000,6.00,6.000,6.000,2034.9,1
86,662.4,141.9055,39.1647,2.146,10.21,0.000,6.00,6.000,6.000,2046.1,1
87,664.5,141.9210,39.1785,2.161,10.24,0.000,6.00,6.000,6.000,2061.5,1
88,669.5,141.9378,39.2075,2.176,10.21,0.000,6.00,6.000,6.000,2079.6,1
89,679.0,141.9565,39.2703,2.154,10.25,0.000,6.00,6.000,6.000,2074.5,1
90,681.3,141.9737,39.3199,2.164,10.56,0.000,6.00,6.000,6.000,2089.5,1
91,684.0,141.9823,39.3391,2.170,10.71,0.000,6.00,6.000,6.000,2097.2,1
92,691.6,141.9958,39.3833,2.177,11.01,0.000,6.00,6.000,6.000,2108.1,1
93,693.4,142.0211,39.4165,2.166,11.05,0.000,6.00,6.000,6.000,2103.6,1
94,694.4,142.0348,39.4207,2.183,10.96,0.000,6.00,6.000,6.000,2114.8,1
95,696.2,142.0382,39.4321,2.189,10.90,0.000,6.00,6.000,6.000,2117.2,1
96,699.5,142.0484,39.4533,2.203,10.76,0.000,6.00,6.000,6.000,2123.5,1
97,707.0,142.0589,39.4998,2.221,10.42,0.000,6.00,6.000,6.000,2128.7,1
98,707.6,142.0620,39.5349,2.216,9.80,0.000,6.00,6.000,6.000,2117.8,1
99,708.2,142.0670,39.5385,2.220,9.70,0.000,6.00,6.000,6.000,2120.4,1
100,709.2,142.0698,39.5453,2.221,9.56,0.000,6.00,6.000,6.000,2120.1,1
101,709.9,142.0692,39.5533,2.219,9.42,0.000,6.00,6.000,6.000,2117.1,1
102,710.5,142.0661,39.5581,2.216,9.34,0.000,6.00,6.000,6.000,2114.0,1
103,711.0,142.0616,39.5614,2.213,9.29,0.000,6.00,6.000,6.000,2111.0,1
104,714.4,142.0449,39.5735,2.201,9.10,0.000,6.00,6.000,6.000,2099.5,1
105,715.6,142.0291,39.5894,2.160,8.57,0.000,6.00,6.000,6.000,2064.5,1
106,717.6,142.0317,39.6032,2.140,8.09,0.000,6.00,6.000,6.000,2047.0,1
107,719.7,142.0336,39.6206,2.113,7.48,0.000,6.00,6.000,6.000,2025.3,1
108,720.8,142.0336,39.6343,2.091,7.00,0.000,6.00,6.000,6.000,2008.5,1
109,722.9,142.0243,39.6374,2.071,6.69,0.000,6.00,6.000,6.000,1993.6,1
110,731.1,141.9982,39.6714,2.035,5.28,0.000,6.00,6.000,6.000,1969.6,1
111,733.8,141.9876,39.7187,1.956,3.56,0.000,6.00,6.000,6.000,1920.4,1
112,734.4,141.9926,39.7329,1.942,2.96,0.000,6.00,6.000,6.000,1914.0,1
113,735.9,141.9994,39.7402,1.939,2.71,0.000,6.00,6.000,6.000,1913.7,1
114,736.8,142.0068,39.7489,1.882,2.57,0.000,6.00,6.000,6.000,1874.0,1
115,737.6,142.0078,39.7566,1.874,2.56,0.000,6.00,6.000,6.000,1867.7,1
116,738.5,142.0054,39.7639,1.862,2.57,0.000,6.00,6.000,6.000,1858.8,1
117,739.0,142.0044,39.7700,1.854,2.58,0.000,6.00,6.000,6.000,1852.4,1
118,739.6,142.0036,39.7751,1.847,2.59,0.000,6.00,6.000,6.000,1847.1,1
119,746.8,141.9905,39.8084,1.849,2.79,0.000,6.00,6.000,6.000,1844.7,1
120,748.2,141.9771,39.8458,1.792,3.05,0.000,6.00,6.000,6.000,1803.7,1
121,751.7,141.9736,39.8676,1.763,3.15,0.000,6.00,6.000,6.000,1784.8,1
122,752.8,141.9690,39.8874,1.736,3.26,0.000,6.00,6.000,6.000,1767.3,1
123,753.7,141.9627,39.8951,1.720,3.35,0.000,6.00,6.000,6.000,1757.0,1
124,759.8,141.9603,39.9260,1.684,3.48,0.000,6.00,6.000,6.000,1735.2,1
125,761.0,141.9605,39.9590,1.652,3.69,0.000,6.00,6.000,6.000,1715.5,1
126,762.3,141.9575,39.9696,1.638,3.79,0.000,6.00,6.000,6.000,1707.1,1
127,764.7,141.9524,39.9857,1.615,3.94,0.000,6.00,6.000,6.000,1694.4,1
128,765.6,141.9454,39.9990,1.662,4.09,0.000,6.00,6.000,6.000,1719.4,1
129,766.6,141.9358,40.0028,1.650,4.24,0.000,6.00,6.000,6.000,1712.2,1
130,780.8,141.8889,40.0596,1.707,5.37,0.000,6.00,6.000,6.000,1740.8,1
131,782.9,141.8567,40.1212,1.733,6.00,0.000,6.00,6.000,6.000,1753.0,1
132,784.5,141.8716,40.1333,1.764,6.08,0.000,6.00,6.000,6.000,1771.2,1
133,787.0,141.8711,40.1495,1.783,6.18,0.000,6.00,6.000,6.000,1781.8,1
134,788.3,141.8589,40.1635,1.786,6.24,0.000,6.00,6.000,6.000,1783.2,1
135,790.8,141.8394,40.1715,1.829,6.23,0.000,6.00,6.000,6.000,1810.3,1
136,794.7,141.8252,40.1933,1.840,6.28,0.000,6.00,6.000,6.000,1816.8,1
137,795.7,141.8294,40.2127,1.869,6.36,0.000,6.00,6.000,6.000,1834.7,1
138,797.1,141.8381,40.2201,1.888,6.41,0.000,6.00,6.000,6.000,1846.4,1
139,800.1,141.8362,40.2385,1.910,6.46,0.000,6.00,6.000,6.000,1860.3,1
140,805.0,141.8169,40.2706,1.940,6.85,0.000,6.00,6.000,6.000,1879.4,1
141,807.4,141.7946,40.2984,2.012,7.27,0.000,6.00,6.000,6.000,1928.5,1
142,808.5,141.7821,40.3112,1.988,7.47,0.000,6.00,6.000,6.000,1955.3,1
143,809.9,141.7770,40.3215,2.004,7.64,0.000,6.00,6.000,6.000,1970.6,1
144,810.6,141.7742,40.3308,2.021,7.79,0.000,6.00,6.000,6.000,1985.9,1
145,813.6,141.7657,40.3464,2.045,8.05,0.000,6.00,6.000,6.000,2010.4,1
146,814.9,141.7561,40.3642,1.983,8.35,0.000,6.00,6.000,6.000,1958.5,1
147,816.7,141.7487,40.3767,2.002,8.56,0.000,6.00,6.000,6.000,1977.2,1
148,818.5,141.7349,40.3889,2.013,8.75,0.000,6.00,6.000,6.000,1991.9,1
149,820.7,141.7226,40.4033,1.935,8.97,0.000,6.00,6.000,6.000,1930.1,1
150,824.8,141.7050,40.4276,1.974,9.26,0.000,6.00,6.000,6.000,1968.9,1
151,826.1,141.6860,40.4466,2.000,9.41,0.000,6.00,6.000,6.000,1999.1,1
152,833.5,141.6524,40.4762,1.933,9.56,0.000,6.00,6.000,6.000,1954.0,1
153,837.2,141.6065,40.5117,1.859,9.62,0.000,6.00,6.000,6.000,1910.2,1
154,838.5,141.5857,40.5275,1.871,9.65,0.000,6.00,6.000,6.000,1926.8,1
155,839.7,141.5788,40.5375,1.887,9.72,0.000,6.00,6.000,6.000,1942.5,1
156,841.1,141.5675,40.5408,1.881,9.66,0.000,6.00,6.000,6.000,1941.9,1
157,842.4,141.5538,40.5355,1.853,9.47,0.000,6.00,6.000,6.000,1923.8,1
158,860.4,141.4928,40.6009,2.011,9.66,0.000,6.00,6.000,6.000,2062.4,1
159,866.7,141.4303,40.6980,2.241,10.46,0.000,6.00,6.000,6.000,2287.6,1
160,877.0,141.4144,40.7713,2.383,11.24,0.000,6.00,6.000,6.000,2444.5,1
161,888.7,141.3993,40.8693,2.683,12.57,0.000,6.00,6.000,6.000,2792.4,1
162,890.0,141.3917,40.9278,2.794,13.31,0.000,6.00,6.000,6.000,2943.5,1
163,907.6,141.3933,41.0128,2.947,14.32,0.000,6.00,6.000,6.000,3159.6,1
164,908.8,141.3955,41.0973,2.984,14.88,0.000,6.00,6.000,6.000,3185.7,1
165,910.3,141.3946,41.1097,2.982,14.98,0.000,6.00,6.000,6.000,3180.3,1
166,911.6,141.3964,41.1223,2.986,15.09,0.000,6.00,6.000,6.000,3181.1,1
167,912.8,141.3964,41.1332,2.986,15.18,0.000,6.00,6.000,6.000,3178.1,1
168,915.4,141.3927,41.1496,2.979,15.30,0.000,6.00,6.000,6.000,3165.3,1
169,922.1,141.3973,41.1908,2.989,15.65,0.000,6.00,6.000,6.000,3164.9,1
170,923.2,141.4040,41.2256,2.908,15.94,0.000,6.00,6.000,6.000,3064.1,1
171,926.1,141.4066,41.2437,2.914,16.08,0.000,6.00,6.000,6.000,3065.9,1
172,932.4,141.4164,41.2847,2.933,15.94,0.000,6.00,6.000,6.000,3078.0,1
173,934.5,141.4279,41.3214,2.950,15.70,0.000,6.00,6.000,6.000,3088.4,1
174,936.9,141.4359,41.3406,2.962,15.57,0.000,6.00,6.000,6.000,3096.3,1
175,981.4,141.6488,41.4752,3.082,14.57,0.000,6.00,6.000,6.000,3158.1,1
176,1094.8,142.5299,41.6809,3.131,14.44,0.000,6.00,6.000,6.000,2947.9,1
177,1174.8,143.4897,42.0520,2.191,7.11,0.000,6.00,6.000,6.000,2061.2,1
178,1288.2,144.4595,42.4119,1.956,3.60,0.000,6.00,6.000,6.000,1767.2,1
179,1368.3,145.4417,42.7669,2.102,8.26,0.000,6.00,6.000,6.000,1925.0,1
180,1401.5,145.8675,43.1693,2.003,8.49,0.000,6.00,6.000,6.000,1907.7,1
181,1415.2,146.0120,43.3474,2.064,9.69,0.000,6.00,6.000,6.000,1954.5,1
182,1416.3,146.0355,43.4049,2.066,10.02,0.000,6.00,6.000,6.000,1957.6,1
183,1416.6,146.0429,43.4025,2.071,10.05,0.000,6.00,6.000,6.000,1960.4,1
184,1418.4,146.0511,43.4095,2.075,10.11,0.000,6.00,6.000,6.000,1963.4,1
185,1419.0,146.0607,43.4171,2.080,10.19,0.000,6.00,6.000,6.000,1966.9,1
186,1420.4,146.0725,43.4171,2.087,10.25,0.000,6.00,6.000,6.000,1971.6,1
187,1421.0,146.0832,43.4181,2.094,10.30,0.000,6.00,6.000,6.000,1975.7,1
188,1422.1,146.0890,43.4245,2.096,10.36,0.000,6.00,6.000,6.000,1977.5,1
189,1422.6,146.0945,43.4305,2.098,10.41,0.000,6.00,6.000,6.000,1979.1,1
190,1423.1,146.0998,43.4325,2.101,10.44,0.000,6.00,6.000,6.000,1981.1,1
191,1423.8,146.1036,43.4359,2.103,10.47,0.000,6.00,6.000,6.000,1982.1,1
192,1424.8,146.1018,43.4429,2.099,10.50,0.000,6.00,6.000,6.000,1979.8,1
193,1428.1,146.1167,43.4550,2.106,10.61,0.000,6.00,6.000,6.000,1985.1,1
194,1429.5,146.1430,43.4629,2.124,10.72,0.000,6.00,6.000,6.000,1997.8,1
195,1434.7,146.1805,43.4731,2.150,10.87,0.000,6.00,6.000,6.000,2015.6,1
196,1436.7,146.2070,43.4923,2.166,10.98,0.000,6.00,6.000,6.000,2027.7,1
197,1438.2,146.2098,43.5067,2.170,11.00,0.000,6.00,6.000,6.000,2031.2,1
198,1439.5,146.2207,43.5165,2.182,11.04,0.000,6.00,6.000,6.000,2039.9,1
199,1440.7,146.2281,43.5261,2.192,11.07,0.000,6.00,6.000,6.000,2046.7,1
200,1454.5,146.2907,43.5744,2.253,11.24,0.000,6.00,6.000,6.000,2089.0,1
201,1534.5,146.8400,43.6834,2.462,11.63,0.000,6.00,6.000,6.000,2153.5,1
202,1647.7,147.7383,44.1643,2.680,11.72,0.000,6.00,6.000,6.000,2478.7,1
203,1760.9,148.5704,44.9913,2.812,11.71,0.000,6.00,6.000,6.000,2572.2,1
204,1841.1,149.4995,45.4560,3.716,12.00,0.000,6.00,6.000,6.000,4294.2,1
205,1921.3,150.5155,45.5572,3.036,10.64,0.000,6.00,6.000,6.000,2961.6,1
206,2001.5,151.5350,45.6495,3.594,11.65,0.000,6.00,6.000,6.000,3941.9,1
207,2114.8,152.6105,45.3752,3.393,11.04,0.000,6.00,6.000,6.000,3595.5,1
208,2228.1,153.7278,44.7332,3.119,9.95,0.000,6.00,6.000,6.000,3215.6,1
209,2341.4,154.8206,44.0806,2.757,7.27,0.000,6.00,6.000,6.000,2880.5,1
210,2421.6,155.8578,43.7767,2.669,8.03,0.000,6.00,6.000,6.000,2748.6,1
211,2501.8,156.8525,43.8225,2.744,9.47,0.000,6.00,6.000,6.000,2721.2,1
212,2582.0,157.8486,43.8595,2.985,10.11,0.000,6.00,6.000,6.000,3038.6,1
213,2662.2,158.8458,43.8878,3.009,10.48,0.000,6.00,6.000,6.000,3004.8,1
214,2742.5,159.8438,43.9072,3.158,11.54,0.000,6.00,6.000,6.000,3109.8,1
215,2822.7,160.8423,43.9179,3.055,9.80,0.000,6.00,6.000,6.000,2973.4,1
216,2902.9,161.8410,43.9197,2.832,7.93,0.000,6.00,6.000,6.000,2741.0,1
217,2983.1,162.8396,43.9127,2.757,9.24,0.000,6.00,6.000,6.000,2564.9,1
218,3063.3,163.8378,43.8969,2.570,7.60,0.000,6.00,6.000,6.000,2327.1,1
219,3143.5,164.8354,43.8724,2.353,4.41,0.000,6.00,6.000,6.000,2090.3,1
220,3223.7,165.8319,43.8390,2.211,4.00,0.000,6.00,6.000,6.000,2063.9,1
221,3303.9,166.8272,43.7969,2.117,1.22,0.000,6.00,6.000,6.000,1988.4,1
222,3384.1,167.8210,43.7460,2.022,2.98,0.000,6.00,6.000,6.000,1985.6,1
223,3464.4,168.8129,43.6864,2.068,4.98,0.000,6.00,6.000,6.000,2016.5,1
224,3544.6,169.8027,43.6182,2.396,7.40,0.000,6.00,6.000,6.000,2367.8,1
225,3624.8,170.7901,43.5413,2.491,10.17,0.000,6.00,6.000,6.000,2422.7,1
226,3705.0,171.7748,43.4559,2.598,10.30,0.000,6.00,6.000,6.000,2530.2,1
227,3785.2,172.7565,43.3619,2.682,10.75,0.000,6.00,6.000,6.000,2657.9,1
228,3865.4,173.7351,43.2594,2.605,10.22,0.000,6.00,6.000,6.000,2576.9,1
229,3945.6,174.7103,43.1485,2.789,11.51,0.000,6.00,6.000,6.000,2765.1,1
230,4025.8,175.6817,43.0292,2.838,11.34,0.000,6.00,6.000,6.000,2840.1,1
231,4106.0,176.6492,42.9017,2.796,10.94,0.000,6.00,6.000,6.000,2826.8,1
232,4186.2,177.6126,42.7659,2.849,11.03,0.000,6.00,6.000,6.000,2881.5,1
233,4245.3,178.4492,42.6543,2.807,10.32,0.000,6.00,6.000,6.000,2894.8,1
234,4287.6,178.9111,42.7865,2.806,9.55,0.000,6.00,6.000,6.000,2980.7,1
235,4400.9,179.5084,42.6027,2.922,8.68,0.000,6.00,6.000,6.000,3520.0,1
236,4443.8,180.0000,42.4383,3.031,9.47,0.000,6.00,6.000,6.000,3765.9,1
237,4499.2,180.0000,42.3823,3.181,9.28,0.000,6.00,6.000,6.000,4135.3,1
238,4554.6,180.0000,41.8837,3.230,9.75,0.000,6.00,6.000,6.000,4332.5,1
239,4554.6,0.0000,41.6343,0.000,0.00,0.000,6.00,6.000,6.103,1361.2,1
240,4609.9,-180.0000,41.8837,3.384,10.66,0.000,6.00,6.000,6.000,4507.4,1
241,4665.3,-180.0000,42.3823,3.528,11.34,0.000,6.00,6.000,6.000,4665.3,1
242,4720.7,-180.0000,42.8809,3.361,5.49,0.000,6.00,6.000,6.000,4436.2,1
243,4776.1,-180.0000,43.3795,3.194,6.31,0.000,6.00,6.000,6.000,3941.2,1
244,4831.5,-180.0000,43.8781,3.160,5.85,0.000,6.00,6.000,6.000,4203.1,1
245,4886.9,-180.0000,44.3767,3.221,5.98,0.000,6.00,6.000,6.000,4494.9,1
246,5866.4,-176.4779,48.3580,2.741,7.23,0.000,6.00,6.000,6.000,3376.2,1
247,8694.7,-152.0367,52.0738,1.758,2.39,0.000,6.00,6.000,6.000,1817.0,1
248,8696.5,-131.1153,52.0500,1.811,7.17,0.000,6.00,6.000,6.000,1665.0,1
249,8699.3,-131.1014,52.0317,1.822,7.20,0.000,6.00,6.000,6.000,1669.6,1
250,8702.0,-131.1012,52.0115,1.837,7.23,0.000,6.00,6.000,6.000,1676.4,1
251,8706.4,-131.0935,51.9856,1.849,7.29,0.000,6.00,6.000,6.000,1681.8,1
252,8708.8,-131.0625,51.9615,1.853,7.35,0.000,6.00,6.000,6.000,1681.2,1
253,8710.8,-131.0373,51.9501,1.851,7.38,0.000,6.00,6.000,6.000,1679.2,1
254,9646.8,-127.5211,48.4370,2.036,8.10,0.000,6.00,6.000,6.000,1718.6,1
255,9649.6,-124.0250,44.9162,1.643,2.15,0.000,6.00,6.000,6.000,1910.6,1
256,9650.4,-124.0323,44.9011,1.644,2.20,0.000,6.00,6.000,6.000,1912.3,1
257,9654.9,-124.0396,44.8779,1.657,2.28,0.000,6.00,6.000,6.000,1924.3,1
258,9659.0,-124.0558,44.8408,1.671,2.41,0.000,6.00,6.000,6.000,1938.6,1
259,9664.2,-124.0693,44.8005,1.672,2.54,0.000,6.00,6.000,6.000,1940.5,1
260,9670.0,-124.0659,44.7519,1.679,2.66,0.000,6.00,6.000,6.000,1947.3,1
261,9675.9,-124.0682,44.7005,1.687,2.81,0.000,6.00,6.000,6.000,1957.4,1
262,9676.3,-124.0763,44.6739,1.700,2.93,0.000,6.00,6.000,6.000,1969.6,1
263,9677.9,-124.0663,44.6682,1.697,2.94,0.000,6.00,6.000,6.000,1966.9,1
264,9681.5,-124.0627,44.6478,1.706,2.99,0.000,6.00,6.000,6.000,1974.8,1
265,9682.8,-124.0691,44.6263,1.706,3.06,0.000,6.00,6.000,6.000,1974.1,1
266,9684.2,-124.0670,44.6150,1.705,3.09,0.000,6.00,6.000,6.000,1972.2,1
267,9696.7,-124.0738,44.5538,1.842,3.32,0.000,6.00,6.000,6.000,2084.9,1
268,9706.3,-124.0844,44.4549,1.855,3.59,0.000,6.00,6.000,6.000,2096.9,1
269,9709.2,-124.0866,44.3986,1.861,3.48,0.000,6.00,6.000,6.000,2107.7,1
270,9718.1,-124.1015,44.3464,1.860,3.41,0.000,6.00,6.000,6.000,2110.8,1
271,9724.6,-124.1141,44.2782,1.868,3.32,0.000,6.00,6.000,6.000,2125.9,1
272,9741.3,-124.1201,44.1743,1.878,3.13,0.000,6.00,6.000,6.000,2154.3,1
273,9747.4,-124.1298,44.0719,1.888,2.93,0.000,6.00,6.000,6.000,2178.2,1
274,9748.8,-124.1335,44.0381,1.892,2.86,0.000,6.00,6.000,6.000,2184.6,1
275,9753.4,-124.1353,44.0112,1.894,2.81,0.000,6.00,6.000,6.000,2189.5,1
276,9754.4,-124.1385,43.9862,1.898,2.80,0.000,6.00,6.000,6.000,2195.1,1
277,9756.3,-124.1410,43.9733,1.900,2.81,0.000,6.00,6.000,6.000,2198.5,1
278,9802.6,-124.1887,43.7593,1.926,2.89,0.000,6.00,6.000,6.000,2243.4,1
279,9827.9,-124.2960,43.4490,1.961,4.20,0.000,6.00,6.000,6.000,2261.8,1
280,9828.2,-124.3582,43.3432,1.954,4.18,0.000,6.00,6.000,6.000,2256.8,1
281,9829.6,-124.3682,43.3413,1.956,4.20,0.000,6.00,6.000,6.000,2258.9,1
282,9830.9,-124.3809,43.3352,1.958,4.22,0.000,6.00,6.000,6.000,2261.3,1
283,9833.5,-124.3933,43.3201,1.959,4.22,0.000,6.00,6.000,6.000,2262.9,1
284,9852.2,-124.4099,43.2261,1.948,3.97,0.000,6.00,6.000,6.000,2249.8,1
285,9854.8,-124.4215,43.1307,1.943,3.32,0.000,6.00,6.000,6.000,2239.9,1
286,9859.8,-124.4296,43.0971,1.942,3.07,0.000,6.00,6.000,6.000,2236.4,1
287,9867.0,-124.4445,43.0431,1.942,2.70,0.000,6.00,6.000,6.000,2232.1,1
288,9869.2,-124.4590,43.0022,1.929,2.43,0.000,6.00,6.000,6.000,2216.4,1
289,9876.6,-124.4781,42.9614,1.927,2.24,0.000,6.00,6.000,6.000,2213.1,1
290,9888.8,-124.5296,42.8819,1.914,1.98,0.000,6.00,6.000,6.000,2200.0,1
